f (Hz)	Rs (Ohm)	Xs (Ohm)	Rs_CSE (Ohm)	Xs_CSE (Ohm)	Rs_ASE_diffuse (Ohm)	Xs_ASE_diffuse (Ohm)	Rs_relaxation (Ohm)	Xs_relaxation (Ohm)	Rs_local (Ohm)	Xs_local (Ohm)	Rs_anomalous_reflection (Ohm)	Xs_anomalous_reflection (Ohm)
486260158006.53534	0.0774164334463129	-0.1911192918935903	0.006196253963903205	-0.006196253963903206	0.08990987230609011	-0.15572846693617798	0.00030616582327592964	-0.1254012050541076	0.0003061649107773864	-0.12540157880176633	0.2518010891551806	-0.1254012050541076
613590727341.3163	0.08832686229476575	-0.22877142606037534	0.006960400992087832	-0.006960400992087833	0.10498988214310215	-0.18184781015252127	0.00030616582327592964	-0.15823837374229888	0.00030616525019802935	-0.1582386699317489	0.2518010891551806	-0.15823837374229888
774263682681.1278	0.10034794050226806	-0.2746311284071378	0.007818785713576377	-0.007818785713576377	0.12259916591690972	-0.2123479843336542	0.00030616582327592964	-0.19967418107189377	0.0003061654633654318	-0.19967441579737774	0.2518010891551806	-0.19967418107189377
977009957299.2246	0.11350970067892864	-0.33072624781754334	0.008783029900765592	-0.008783029900765594	0.143161942624482	-0.2479637583358633	0.00030616582327592964	-0.2519602397561396	0.0003061655972413043	-0.25196042577227684	0.2518010891551806	-0.2519602397561396
1232846739442.0635	0.12770282514361134	-0.3994178466185128	0.009866188569894602	-0.009866188569894602	0.16717358281137068	-0.2895531391126171	0.00030616582327592964	-0.3179377627952491	0.00030616568131946336	-0.31793791020996043	0.2518010891551806	-0.3179377627952491
1555676143930.4722	0.14263345453618453	-0.48407372003199556	0.011082926734455734	-0.011082926734455734	0.195212542367465	-0.3381180416551413	0.00030616582327592964	-0.40119195436979777	0.00030616573412308026	-0.40119207119348904	0.2518010891551806	-0.40119195436979777
1963040650040.2683	0.15789152887722133	-0.5890396502138349	0.012449717956548804	-0.012449717956548806	0.2279542979022473	-0.39482842577038374	0.00030616582327592964	-0.5062468290522373	0.00030616576728532323	-0.5062469216330439	0.2518010891551806	-0.5062468290522373
2477076355991.714	0.17300187021187446	-0.720216601626506	0.013985067384389387	-0.013985067384389387	0.2661876194117283	-0.4610504811669208	0.00030616582327592964	-0.6388110457699142	0.00030616578811219113	-0.6388111191386378	0.2518010891551806	-0.6388110457699142
3125715849688.2354	0.18804979250707213	-0.8837237034196264	0.01570976229570175	-0.015709762295701746	0.3108335722560833	-0.538379539845668	0.00030616582327592964	-0.8060881150833676	0.0003061658011920762	-0.806088173226839	0.2518010891551806	-0.8060881150833676
3944206059437.648	0.20186897182738836	-1.0889614252560291	0.01764715353913383	-0.017647153539133827	0.3629677062178977	-0.6286785086761326	0.00030616582327592964	-1.0171678363756602	0.00030616580940662734	-1.0171678824533783	0.2518010891551806	-1.0171678363756602
4977023564332.114	0.21357440466909344	-1.3480836962337017	0.01982347168416231	-0.019823471684162305	0.42384596618972226	-0.7341227480237192	0.00030616582327592964	-1.2835202355640019	0.0003061658145656055	-1.2835202720798173	0.2518010891551806	-1.2835202355640019
6280291441834.246	0.2215238095878201	-1.6774090051595079	0.022268182159878913	-0.02226818215987891	0.4949349486961064	-0.8572524775831517	0.00030616582327592964	-1.619618843800953	0.0003061658178055945	-1.6196188727391259	0.2518010891551806	-1.619618843800953
7924828983539.186	0.23022469470553597	-2.093607276177867	0.025014384190924575	-0.025014384190924575	0.5779472331492445	-1.0010339719083468	0.00030616582327592964	-2.043727185993667	0.00030616581984040217	-2.0437272089266916	0.2518010891551806	-2.043727185993667
10000000000000.0	0.2367731772563215	-2.62012339186481	0.028099258931811182	-0.028099258931811182	0.6748826389909246	-1.1689310198784457	0.00030616582327592964	-2.5788912167552542	0.0003061658211183206	-2.578891234929305	0.2518010891551806	-2.5788912167552542
